platform,text,link_count,emoji_count,hashtag_count,follower_ratio,duplicate_score,forward_count,urgent_words,rating,account_age_days,label
WhatsApp,Family meeting at 6 PM,0,3,3,0,0,13,1,0,0,0
Website Review,Best product ever highly recommended,0,2,5,0,0.76,2,0,5,362,0
YouTube,Earn money fast click here,4,9,6,0,0,24,0,0,513,1
YouTube,Earn money fast click here,3,10,5,0,0,29,2,0,185,1
SMS,"Win ₹50,000 now click here",0,4,9,0,0,22,5,0,0,1
YouTube,Very informative tutorial,2,6,9,0,0,15,5,0,1960,0
YouTube,Very informative tutorial,1,2,10,0,0,48,4,0,403,0
WhatsApp,Family meeting at 6 PM,1,0,7,0,0,28,2,0,0,0
Website Review,Best product ever highly recommended,0,1,5,0,0.51,16,2,5,578,0
Email,Your account suspended click link,3,4,2,0,0,29,9,0,0,1
WhatsApp,Family meeting at 6 PM,2,0,6,0,0,15,1,0,0,0
YouTube,Very informative tutorial,1,6,6,0,0,25,2,0,1496,0
YouTube,Earn money fast click here,3,6,7,0,0,13,3,0,581,1
WhatsApp,Forward this message and win prize,1,6,4,0,0,70,3,0,0,1
Instagram,Free followers now,0,9,29,0.29,0,31,5,0,1383,1
YouTube,Earn money fast click here,2,6,8,0,0,27,5,0,1828,1
YouTube,Earn money fast click here,4,10,7,0,0,7,1,0,673,1
Instagram,Amazing photography,1,2,10,4.24,0,49,2,0,876,0
WhatsApp,Family meeting at 6 PM,2,1,5,0,0,39,4,0,0,0
SMS,"Win ₹50,000 now click here",2,1,5,0,0,21,6,0,0,1
SMS,"Win ₹50,000 now click here",2,2,2,0,0,29,8,0,0,1
WhatsApp,Forward this message and win prize,1,4,4,0,0,30,3,0,0,1
Website Review,Fake review buy now,2,4,6,0,0.83,16,4,5,39,1
Instagram,Free followers now,2,5,30,0.31,0,24,3,0,1925,1
YouTube,Very informative tutorial,1,1,2,0,0,27,3,0,190,0
Email,Meeting scheduled tomorrow,0,4,5,0,0,5,3,0,0,0
Email,Meeting scheduled tomorrow,0,4,8,0,0,27,2,0,0,0
YouTube,Earn money fast click here,1,7,1,0,0,8,3,0,1529,1
WhatsApp,Forward this message and win prize,2,5,10,0,0,30,5,0,0,1
SMS,OTP for login is 445566,1,4,3,0,0,43,1,0,0,0
SMS,"Win ₹50,000 now click here",0,0,4,0,0,31,4,0,0,1
SMS,"Win ₹50,000 now click here",0,2,10,0,0,42,4,0,0,1
SMS,"Win ₹50,000 now click here",2,3,8,0,0,4,8,0,0,1
Instagram,Amazing photography,0,5,6,2.44,0,42,1,0,978,0
Website Review,Best product ever highly recommended,2,6,4,0,0.26,38,5,2,766,0
Instagram,Amazing photography,1,4,9,2.54,0,5,3,0,1998,0
YouTube,Earn money fast click here,1,6,7,0,0,6,2,0,277,1
WhatsApp,Family meeting at 6 PM,1,1,1,0,0,46,3,0,0,0
Email,Meeting scheduled tomorrow,0,5,5,0,0,44,1,0,0,0
Instagram,Free followers now,2,9,28,0.67,0,8,5,0,343,1
YouTube,Very informative tutorial,0,5,10,0,0,41,1,0,167,0
Instagram,Free followers now,1,4,21,0.43,0,0,4,0,1863,1
SMS,"Win ₹50,000 now click here",3,0,0,0,0,22,7,0,0,1
Email,Meeting scheduled tomorrow,2,2,3,0,0,33,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,1,10,0,0,31,0,0,0,0
Instagram,Amazing photography,0,5,14,3.5,0,39,2,0,912,0
SMS,OTP for login is 445566,0,1,4,0,0,17,5,0,0,0
Website Review,Fake review buy now,1,6,5,0,0.36,38,5,4,1994,1
WhatsApp,Forward this message and win prize,2,5,6,0,0,68,6,0,0,1
Instagram,Free followers now,2,4,20,0.12,0,45,2,0,1458,1
Email,Your account suspended click link,5,0,4,0,0,34,6,0,0,1
SMS,OTP for login is 445566,0,1,3,0,0,47,5,0,0,0
Website Review,Best product ever highly recommended,1,3,6,0,0.35,39,5,5,509,0
SMS,"Win ₹50,000 now click here",2,3,6,0,0,17,7,0,0,1
YouTube,Earn money fast click here,3,10,3,0,0,14,2,0,1890,1
SMS,OTP for login is 445566,1,0,2,0,0,22,4,0,0,0
Website Review,Fake review buy now,0,6,2,0,0.7,13,1,2,1480,1
SMS,OTP for login is 445566,0,1,1,0,0,46,1,0,0,0
YouTube,Earn money fast click here,2,6,4,0,0,17,3,0,169,1
Website Review,Best product ever highly recommended,0,3,5,0,0.91,32,2,1,149,0
Website Review,Best product ever highly recommended,0,6,5,0,0.77,46,2,5,370,0
Email,Meeting scheduled tomorrow,2,3,0,0,0,37,2,0,0,0
Website Review,Fake review buy now,2,7,2,0,0.25,35,3,2,1223,1
SMS,"Win ₹50,000 now click here",1,3,3,0,0,28,8,0,0,1
SMS,OTP for login is 445566,1,5,10,0,0,30,1,0,0,0
YouTube,Very informative tutorial,0,5,3,0,0,40,4,0,1294,0
Instagram,Free followers now,2,8,22,1.68,0,42,5,0,73,1
SMS,OTP for login is 445566,0,5,3,0,0,47,2,0,0,0
Website Review,Best product ever highly recommended,2,6,8,0,0.33,31,2,4,163,0
Email,Meeting scheduled tomorrow,0,5,2,0,0,35,0,0,0,0
Instagram,Free followers now,3,9,25,1.8,0,47,2,0,684,1
WhatsApp,Family meeting at 6 PM,0,4,2,0,0,14,4,0,0,0
Email,Meeting scheduled tomorrow,1,1,2,0,0,12,2,0,0,0
YouTube,Earn money fast click here,3,8,7,0,0,4,3,0,1574,1
SMS,"Win ₹50,000 now click here",0,5,3,0,0,6,7,0,0,1
YouTube,Very informative tutorial,0,5,4,0,0,48,1,0,199,0
WhatsApp,Family meeting at 6 PM,0,3,0,0,0,41,5,0,0,0
Email,Meeting scheduled tomorrow,0,5,10,0,0,5,4,0,0,0
Website Review,Fake review buy now,3,6,2,0,0.87,26,3,2,1415,1
WhatsApp,Family meeting at 6 PM,1,1,8,0,0,47,2,0,0,0
WhatsApp,Family meeting at 6 PM,0,2,1,0,0,14,0,0,0,0
Website Review,Fake review buy now,2,7,2,0,0.36,26,2,4,1306,1
Instagram,Amazing photography,1,7,5,0.63,0,37,0,0,1426,0
SMS,"Win ₹50,000 now click here",0,5,1,0,0,46,7,0,0,1
WhatsApp,Forward this message and win prize,1,6,7,0,0,26,6,0,0,1
Website Review,Best product ever highly recommended,1,6,6,0,0.31,39,3,3,1409,0
Email,Meeting scheduled tomorrow,0,5,10,0,0,1,1,0,0,0
WhatsApp,Forward this message and win prize,4,6,4,0,0,61,3,0,0,1
Instagram,Amazing photography,2,5,11,2.12,0,11,3,0,130,0
Website Review,Best product ever highly recommended,0,6,6,0,0.48,15,2,5,48,0
WhatsApp,Family meeting at 6 PM,0,3,6,0,0,43,5,0,0,0
WhatsApp,Forward this message and win prize,2,5,4,0,0,27,4,0,0,1
SMS,OTP for login is 445566,2,0,1,0,0,22,4,0,0,0
WhatsApp,Forward this message and win prize,4,6,5,0,0,30,4,0,0,1
SMS,"Win ₹50,000 now click here",2,4,5,0,0,10,5,0,0,1
SMS,"Win ₹50,000 now click here",2,5,9,0,0,32,7,0,0,1
SMS,OTP for login is 445566,1,0,7,0,0,10,5,0,0,0
SMS,OTP for login is 445566,0,3,0,0,0,42,5,0,0,0
WhatsApp,Family meeting at 6 PM,2,0,7,0,0,32,1,0,0,0
Instagram,Amazing photography,2,4,10,3.21,0,8,3,0,1625,0
WhatsApp,Forward this message and win prize,3,2,0,0,0,37,5,0,0,1
SMS,OTP for login is 445566,1,5,9,0,0,29,2,0,0,0
Instagram,Free followers now,2,5,29,2.05,0,32,1,0,1898,1
WhatsApp,Forward this message and win prize,1,4,1,0,0,72,4,0,0,1
Email,Meeting scheduled tomorrow,0,0,1,0,0,36,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,2,5,0,0,49,1,0,0,0
SMS,OTP for login is 445566,0,5,2,0,0,39,0,0,0,0
YouTube,Very informative tutorial,2,4,1,0,0,14,2,0,1212,0
YouTube,Earn money fast click here,1,10,2,0,0,10,4,0,780,1
WhatsApp,Family meeting at 6 PM,2,3,5,0,0,12,4,0,0,0
WhatsApp,Family meeting at 6 PM,0,3,10,0,0,11,4,0,0,0
Instagram,Amazing photography,1,3,5,1.66,0,40,3,0,1763,0
Instagram,Free followers now,1,7,27,3.56,0,35,1,0,62,1
SMS,"Win ₹50,000 now click here",1,5,5,0,0,38,4,0,0,1
Instagram,Free followers now,2,4,24,5,0,37,3,0,1624,1
Website Review,Best product ever highly recommended,2,5,7,0,0.86,2,5,5,1512,0
Email,Meeting scheduled tomorrow,1,3,7,0,0,29,0,0,0,0
WhatsApp,Forward this message and win prize,4,3,2,0,0,60,6,0,0,1
Email,Your account suspended click link,2,1,10,0,0,40,9,0,0,1
Website Review,Fake review buy now,1,4,6,0,0.62,22,1,3,1833,1
Website Review,Fake review buy now,0,4,5,0,0.61,40,5,5,1626,1
YouTube,Earn money fast click here,1,8,8,0,0,12,1,0,612,1
WhatsApp,Family meeting at 6 PM,1,5,1,0,0,9,4,0,0,0
WhatsApp,Family meeting at 6 PM,1,3,4,0,0,26,4,0,0,0
YouTube,Earn money fast click here,3,8,8,0,0,34,4,0,1755,1
Instagram,Free followers now,1,6,28,1.44,0,48,3,0,106,1
Email,Meeting scheduled tomorrow,1,1,4,0,0,34,3,0,0,0
Website Review,Fake review buy now,3,3,1,0,0.75,5,2,4,550,1
Instagram,Amazing photography,0,2,9,1.49,0,11,3,0,906,0
Email,Meeting scheduled tomorrow,0,0,6,0,0,41,4,0,0,0
SMS,OTP for login is 445566,0,3,4,0,0,6,1,0,0,0
Website Review,Fake review buy now,1,5,10,0,0.9,5,3,1,962,1
WhatsApp,Forward this message and win prize,2,6,0,0,0,45,2,0,0,1
SMS,"Win ₹50,000 now click here",3,0,3,0,0,15,8,0,0,1
SMS,"Win ₹50,000 now click here",0,0,3,0,0,1,6,0,0,1
Website Review,Best product ever highly recommended,2,1,0,0,0.56,4,5,2,348,0
SMS,"Win ₹50,000 now click here",1,1,9,0,0,3,8,0,0,1
Website Review,Best product ever highly recommended,0,4,4,0,0.62,14,0,4,286,0
Email,Meeting scheduled tomorrow,0,1,4,0,0,17,3,0,0,0
YouTube,Very informative tutorial,0,3,7,0,0,45,5,0,711,0
Website Review,Fake review buy now,0,3,1,0,0.45,48,5,3,499,1
WhatsApp,Forward this message and win prize,2,5,3,0,0,41,5,0,0,1
Email,Your account suspended click link,4,3,2,0,0,35,8,0,0,1
WhatsApp,Forward this message and win prize,3,2,4,0,0,66,6,0,0,1
SMS,"Win ₹50,000 now click here",0,5,1,0,0,18,6,0,0,1
YouTube,Very informative tutorial,2,6,1,0,0,43,0,0,56,0
SMS,OTP for login is 445566,1,2,0,0,0,9,4,0,0,0
Instagram,Amazing photography,0,5,5,2.22,0,28,2,0,1787,0
SMS,OTP for login is 445566,2,3,9,0,0,46,4,0,0,0
WhatsApp,Family meeting at 6 PM,0,0,1,0,0,14,4,0,0,0
YouTube,Very informative tutorial,2,3,5,0,0,1,5,0,1795,0
YouTube,Earn money fast click here,1,10,10,0,0,3,3,0,1672,1
Instagram,Free followers now,2,9,24,1.3,0,4,4,0,1379,1
SMS,"Win ₹50,000 now click here",3,3,4,0,0,44,7,0,0,1
Instagram,Free followers now,2,9,27,0.67,0,39,5,0,1778,1
SMS,OTP for login is 445566,1,0,9,0,0,1,1,0,0,0
Website Review,Fake review buy now,3,7,4,0,0.76,1,4,4,1801,1
YouTube,Earn money fast click here,2,7,10,0,0,19,4,0,127,1
YouTube,Earn money fast click here,2,8,10,0,0,32,2,0,1329,1
SMS,"Win ₹50,000 now click here",2,5,1,0,0,50,6,0,0,1
YouTube,Earn money fast click here,3,8,1,0,0,10,1,0,1589,1
SMS,OTP for login is 445566,1,4,1,0,0,24,3,0,0,0
WhatsApp,Family meeting at 6 PM,2,1,0,0,0,9,5,0,0,0
Website Review,Best product ever highly recommended,0,3,9,0,0.16,41,3,2,1833,0
YouTube,Earn money fast click here,1,5,1,0,0,44,4,0,1704,1
SMS,OTP for login is 445566,1,0,6,0,0,1,5,0,0,0
Website Review,Fake review buy now,0,7,10,0,0.17,6,0,5,1236,1
YouTube,Very informative tutorial,0,3,9,0,0,23,5,0,1438,0
Email,Your account suspended click link,3,5,9,0,0,13,9,0,0,1
SMS,OTP for login is 445566,2,0,7,0,0,17,2,0,0,0
Website Review,Fake review buy now,0,4,5,0,0.43,10,3,1,1331,1
SMS,OTP for login is 445566,2,1,4,0,0,37,2,0,0,0
YouTube,Earn money fast click here,4,6,9,0,0,42,5,0,1832,1
Instagram,Amazing photography,1,7,9,1.8,0,6,4,0,517,0
SMS,OTP for login is 445566,1,3,5,0,0,14,0,0,0,0
Instagram,Amazing photography,2,6,12,3.45,0,7,0,0,956,0
Website Review,Fake review buy now,2,6,8,0,0.21,36,3,2,1790,1
Instagram,Free followers now,2,7,21,1.96,0,36,5,0,107,1
WhatsApp,Family meeting at 6 PM,0,2,0,0,0,22,4,0,0,0
WhatsApp,Family meeting at 6 PM,1,0,9,0,0,10,1,0,0,0
Email,Your account suspended click link,5,2,6,0,0,44,9,0,0,1
SMS,"Win ₹50,000 now click here",3,3,8,0,0,30,6,0,0,1
SMS,OTP for login is 445566,0,0,5,0,0,34,4,0,0,0
YouTube,Very informative tutorial,0,1,4,0,0,36,3,0,37,0
WhatsApp,Family meeting at 6 PM,2,5,6,0,0,25,5,0,0,0
Email,Your account suspended click link,5,4,10,0,0,37,9,0,0,1
SMS,"Win ₹50,000 now click here",0,5,8,0,0,5,6,0,0,1
Email,Meeting scheduled tomorrow,2,5,5,0,0,45,0,0,0,0
Instagram,Free followers now,3,5,24,4.37,0,8,3,0,296,1
WhatsApp,Family meeting at 6 PM,1,3,0,0,0,12,4,0,0,0
YouTube,Very informative tutorial,1,2,8,0,0,20,1,0,1161,0
Email,Your account suspended click link,2,3,1,0,0,41,5,0,0,1
Instagram,Amazing photography,1,7,13,2.14,0,17,5,0,938,0
Email,Your account suspended click link,4,2,9,0,0,11,9,0,0,1
WhatsApp,Family meeting at 6 PM,2,3,7,0,0,29,0,0,0,0
Website Review,Best product ever highly recommended,0,3,9,0,0.42,50,4,3,746,0
Instagram,Amazing photography,0,5,15,2.25,0,16,3,0,839,0
WhatsApp,Family meeting at 6 PM,2,1,0,0,0,36,1,0,0,0
WhatsApp,Family meeting at 6 PM,0,1,6,0,0,14,2,0,0,0
WhatsApp,Forward this message and win prize,3,2,9,0,0,55,6,0,0,1
Email,Your account suspended click link,2,1,4,0,0,22,5,0,0,1
Website Review,Fake review buy now,3,6,2,0,0.47,7,4,4,906,1
SMS,OTP for login is 445566,1,4,0,0,0,19,1,0,0,0
Instagram,Free followers now,0,5,21,1.2,0,13,1,0,1291,1
Email,Meeting scheduled tomorrow,0,5,4,0,0,0,4,0,0,0
SMS,OTP for login is 445566,1,1,1,0,0,32,1,0,0,0
WhatsApp,Family meeting at 6 PM,0,1,10,0,0,38,5,0,0,0
Website Review,Best product ever highly recommended,0,5,3,0,0.52,13,4,1,481,0
YouTube,Earn money fast click here,2,6,3,0,0,2,1,0,1158,1
WhatsApp,Forward this message and win prize,2,3,0,0,0,32,5,0,0,1
YouTube,Earn money fast click here,3,10,7,0,0,35,0,0,696,1
WhatsApp,Forward this message and win prize,4,5,2,0,0,74,3,0,0,1
Website Review,Fake review buy now,0,6,10,0,0.31,6,3,1,498,1
WhatsApp,Family meeting at 6 PM,0,2,9,0,0,46,1,0,0,0
Website Review,Fake review buy now,1,7,1,0,0.67,8,4,4,1975,1
Instagram,Amazing photography,0,2,9,4.42,0,1,1,0,22,0
Email,Your account suspended click link,5,0,8,0,0,35,7,0,0,1
Email,Your account suspended click link,2,0,2,0,0,30,10,0,0,1
Website Review,Best product ever highly recommended,0,3,9,0,0.58,15,2,3,408,0
SMS,"Win ₹50,000 now click here",3,0,1,0,0,42,5,0,0,1
Instagram,Amazing photography,2,2,12,1.62,0,29,4,0,28,0
WhatsApp,Forward this message and win prize,3,6,7,0,0,58,3,0,0,1
WhatsApp,Family meeting at 6 PM,1,1,8,0,0,27,4,0,0,0
YouTube,Earn money fast click here,1,9,7,0,0,28,5,0,1140,1
YouTube,Earn money fast click here,2,9,2,0,0,28,5,0,981,1
WhatsApp,Family meeting at 6 PM,0,0,7,0,0,2,3,0,0,0
Instagram,Amazing photography,1,5,5,3.76,0,27,3,0,1375,0
Email,Meeting scheduled tomorrow,1,0,3,0,0,50,5,0,0,0
YouTube,Earn money fast click here,4,6,1,0,0,31,4,0,189,1
Email,Your account suspended click link,3,3,7,0,0,27,9,0,0,1
SMS,OTP for login is 445566,0,4,5,0,0,49,0,0,0,0
Instagram,Free followers now,0,9,23,1.83,0,35,3,0,591,1
Instagram,Amazing photography,1,2,11,1.67,0,7,1,0,1600,0
Email,Meeting scheduled tomorrow,0,0,0,0,0,22,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,3,4,0,0,38,5,0,0,0
SMS,"Win ₹50,000 now click here",1,0,4,0,0,2,4,0,0,1
Instagram,Free followers now,2,5,20,1.47,0,27,3,0,1208,1
Website Review,Fake review buy now,1,3,1,0,0.84,7,2,1,1848,1
Instagram,Free followers now,1,9,24,0.89,0,8,1,0,700,1
WhatsApp,Family meeting at 6 PM,0,1,1,0,0,39,0,0,0,0
SMS,OTP for login is 445566,2,0,10,0,0,48,2,0,0,0
YouTube,Very informative tutorial,1,1,1,0,0,48,5,0,1009,0
Email,Meeting scheduled tomorrow,2,4,10,0,0,26,1,0,0,0
YouTube,Very informative tutorial,1,3,10,0,0,34,1,0,1752,0
YouTube,Earn money fast click here,1,10,2,0,0,0,4,0,1270,1
SMS,"Win ₹50,000 now click here",3,3,6,0,0,25,4,0,0,1
Instagram,Free followers now,1,7,30,1.39,0,25,4,0,706,1
YouTube,Very informative tutorial,0,2,5,0,0,44,0,0,1160,0
YouTube,Earn money fast click here,1,9,4,0,0,41,2,0,883,1
WhatsApp,Family meeting at 6 PM,0,3,8,0,0,47,4,0,0,0
Instagram,Free followers now,3,7,20,3.12,0,13,2,0,1258,1
Email,Meeting scheduled tomorrow,2,0,1,0,0,16,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,5,6,0,0,32,5,0,0,0
Email,Your account suspended click link,5,2,6,0,0,44,10,0,0,1
Website Review,Best product ever highly recommended,0,2,1,0,0.53,39,5,4,418,0
Website Review,Best product ever highly recommended,0,1,4,0,0.58,12,0,4,154,0
SMS,OTP for login is 445566,0,2,2,0,0,13,5,0,0,0
Instagram,Free followers now,2,7,21,1.95,0,0,0,0,738,1
Instagram,Free followers now,2,8,27,0.65,0,2,0,0,1569,1
SMS,OTP for login is 445566,2,5,3,0,0,26,2,0,0,0
WhatsApp,Forward this message and win prize,1,2,5,0,0,66,3,0,0,1
Website Review,Best product ever highly recommended,1,1,10,0,0.32,30,0,2,1917,0
YouTube,Very informative tutorial,0,6,4,0,0,3,5,0,200,0
SMS,OTP for login is 445566,2,3,5,0,0,13,4,0,0,0
Email,Your account suspended click link,3,0,5,0,0,32,10,0,0,1
Instagram,Free followers now,2,8,24,1.79,0,49,0,0,542,1
Instagram,Free followers now,3,5,22,2.5,0,49,1,0,640,1
WhatsApp,Forward this message and win prize,2,6,0,0,0,72,6,0,0,1
WhatsApp,Family meeting at 6 PM,1,0,10,0,0,22,1,0,0,0
Email,Meeting scheduled tomorrow,2,1,8,0,0,38,4,0,0,0
Website Review,Fake review buy now,3,7,4,0,0.71,48,5,4,1601,1
Email,Your account suspended click link,4,2,7,0,0,42,8,0,0,1
YouTube,Very informative tutorial,0,6,1,0,0,46,4,0,221,0
Email,Meeting scheduled tomorrow,0,4,5,0,0,1,5,0,0,0
Instagram,Amazing photography,0,2,12,1.76,0,5,0,0,1904,0
Website Review,Best product ever highly recommended,0,5,2,0,0.27,45,5,2,1311,0
SMS,OTP for login is 445566,0,2,10,0,0,7,3,0,0,0
Instagram,Free followers now,0,8,26,2.69,0,40,3,0,549,1
Email,Meeting scheduled tomorrow,1,5,5,0,0,19,2,0,0,0
Instagram,Free followers now,1,6,29,2.86,0,35,1,0,1661,1
Instagram,Free followers now,3,6,30,2.48,0,27,3,0,1069,1
Website Review,Best product ever highly recommended,2,3,4,0,0.37,30,2,5,1744,0
WhatsApp,Forward this message and win prize,3,2,4,0,0,56,5,0,0,1
Instagram,Amazing photography,1,2,11,1.46,0,16,4,0,1992,0
Instagram,Amazing photography,2,6,14,4.75,0,41,0,0,1152,0
Instagram,Free followers now,0,5,30,1.61,0,18,0,0,1332,1
Website Review,Fake review buy now,1,2,6,0,0.16,33,1,3,207,1
Email,Meeting scheduled tomorrow,1,3,3,0,0,39,1,0,0,0
Email,Meeting scheduled tomorrow,0,5,5,0,0,10,0,0,0,0
YouTube,Earn money fast click here,3,7,10,0,0,31,5,0,1148,1
Instagram,Amazing photography,1,4,14,0.11,0,27,1,0,1904,0
Website Review,Best product ever highly recommended,0,6,5,0,0.48,0,5,4,877,0
YouTube,Earn money fast click here,2,10,1,0,0,41,1,0,913,1
Instagram,Free followers now,3,4,25,0.22,0,22,2,0,633,1
Instagram,Amazing photography,2,4,12,4.74,0,34,3,0,126,0
Instagram,Free followers now,3,5,23,3.73,0,48,4,0,1903,1
WhatsApp,Forward this message and win prize,2,6,1,0,0,58,4,0,0,1
SMS,OTP for login is 445566,2,3,3,0,0,37,0,0,0,0
Website Review,Fake review buy now,0,4,7,0,0.82,44,5,2,125,1
SMS,OTP for login is 445566,2,5,0,0,0,32,2,0,0,0
SMS,"Win ₹50,000 now click here",3,4,3,0,0,8,6,0,0,1
Email,Meeting scheduled tomorrow,2,1,6,0,0,41,2,0,0,0
SMS,"Win ₹50,000 now click here",2,0,10,0,0,29,8,0,0,1
WhatsApp,Forward this message and win prize,2,5,0,0,0,40,2,0,0,1
Website Review,Best product ever highly recommended,0,4,7,0,0.79,11,2,2,1628,0
Instagram,Amazing photography,0,2,12,2.07,0,49,3,0,131,0
YouTube,Very informative tutorial,2,3,2,0,0,9,3,0,1827,0
Instagram,Free followers now,0,6,21,1.08,0,47,3,0,1576,1
Email,Meeting scheduled tomorrow,0,3,9,0,0,11,5,0,0,0
SMS,"Win ₹50,000 now click here",1,3,6,0,0,14,3,0,0,1
SMS,OTP for login is 445566,0,5,5,0,0,22,5,0,0,0
WhatsApp,Forward this message and win prize,1,2,5,0,0,63,2,0,0,1
Email,Your account suspended click link,4,3,2,0,0,33,9,0,0,1
Website Review,Fake review buy now,0,4,5,0,0.43,5,4,3,1794,1
WhatsApp,Family meeting at 6 PM,0,2,1,0,0,13,2,0,0,0
Website Review,Best product ever highly recommended,0,1,4,0,0.19,43,5,4,487,0
YouTube,Earn money fast click here,2,7,0,0,0,20,4,0,1892,1
SMS,"Win ₹50,000 now click here",1,1,6,0,0,48,5,0,0,1
SMS,OTP for login is 445566,1,0,9,0,0,20,0,0,0,0
SMS,OTP for login is 445566,0,3,6,0,0,27,4,0,0,0
Website Review,Fake review buy now,1,4,4,0,0.28,18,5,1,1761,1
WhatsApp,Forward this message and win prize,4,2,5,0,0,58,6,0,0,1
WhatsApp,Family meeting at 6 PM,0,5,1,0,0,48,0,0,0,0
YouTube,Earn money fast click here,4,8,3,0,0,11,4,0,191,1
YouTube,Very informative tutorial,0,6,3,0,0,0,0,0,1991,0
Website Review,Best product ever highly recommended,0,1,8,0,0.13,33,2,2,501,0
SMS,OTP for login is 445566,0,0,3,0,0,43,3,0,0,0
Instagram,Free followers now,1,5,25,4.24,0,27,2,0,701,1
SMS,"Win ₹50,000 now click here",2,0,1,0,0,19,3,0,0,1
SMS,"Win ₹50,000 now click here",1,3,0,0,0,20,4,0,0,1
WhatsApp,Forward this message and win prize,2,4,0,0,0,41,5,0,0,1
Website Review,Best product ever highly recommended,1,1,1,0,0.99,33,2,3,1174,0
SMS,OTP for login is 445566,2,4,4,0,0,40,2,0,0,0
YouTube,Earn money fast click here,1,9,7,0,0,33,0,0,238,1
Email,Meeting scheduled tomorrow,1,4,3,0,0,33,2,0,0,0
Email,Meeting scheduled tomorrow,0,0,10,0,0,26,5,0,0,0
WhatsApp,Forward this message and win prize,4,3,10,0,0,61,4,0,0,1
WhatsApp,Forward this message and win prize,3,6,6,0,0,28,7,0,0,1
Instagram,Amazing photography,2,3,14,2.78,0,13,4,0,1365,0
Email,Your account suspended click link,4,3,4,0,0,31,6,0,0,1
Website Review,Fake review buy now,3,4,2,0,0.71,48,5,5,865,1
Email,Meeting scheduled tomorrow,1,4,7,0,0,43,4,0,0,0
SMS,"Win ₹50,000 now click here",0,4,10,0,0,8,4,0,0,1
Email,Your account suspended click link,2,5,4,0,0,36,5,0,0,1
Email,Your account suspended click link,3,5,7,0,0,9,6,0,0,1
Email,Your account suspended click link,5,0,9,0,0,25,10,0,0,1
YouTube,Earn money fast click here,1,5,0,0,0,41,5,0,505,1
Website Review,Best product ever highly recommended,2,2,8,0,0.32,5,2,4,164,0
Website Review,Fake review buy now,0,6,3,0,0.97,42,3,3,775,1
Email,Your account suspended click link,3,1,10,0,0,19,10,0,0,1
Instagram,Free followers now,2,8,27,0.64,0,9,0,0,60,1
Email,Your account suspended click link,2,4,3,0,0,50,7,0,0,1
WhatsApp,Family meeting at 6 PM,2,5,3,0,0,38,1,0,0,0
Email,Your account suspended click link,5,5,10,0,0,33,5,0,0,1
Instagram,Free followers now,0,7,21,4.26,0,37,2,0,1283,1
SMS,OTP for login is 445566,2,0,5,0,0,32,5,0,0,0
YouTube,Very informative tutorial,0,5,10,0,0,34,0,0,978,0
SMS,"Win ₹50,000 now click here",2,0,2,0,0,11,7,0,0,1
Website Review,Fake review buy now,2,5,1,0,0.4,50,0,1,98,1
SMS,OTP for login is 445566,2,5,7,0,0,20,0,0,0,0
SMS,OTP for login is 445566,0,1,8,0,0,37,4,0,0,0
YouTube,Very informative tutorial,0,6,6,0,0,41,2,0,1201,0
Instagram,Free followers now,1,8,28,2.39,0,10,5,0,687,1
SMS,OTP for login is 445566,1,1,0,0,0,8,3,0,0,0
WhatsApp,Family meeting at 6 PM,2,1,7,0,0,9,1,0,0,0
YouTube,Earn money fast click here,1,8,5,0,0,39,1,0,1744,1
YouTube,Earn money fast click here,1,6,5,0,0,25,0,0,1391,1
SMS,OTP for login is 445566,0,2,4,0,0,21,1,0,0,0
YouTube,Earn money fast click here,3,5,0,0,0,38,1,0,140,1
Website Review,Best product ever highly recommended,0,5,6,0,0.42,40,4,2,378,0
WhatsApp,Forward this message and win prize,2,4,3,0,0,26,7,0,0,1
YouTube,Very informative tutorial,0,1,8,0,0,2,0,0,344,0
Email,Meeting scheduled tomorrow,0,1,4,0,0,19,1,0,0,0
Website Review,Fake review buy now,3,6,9,0,0.85,37,2,4,1503,1
Website Review,Best product ever highly recommended,1,5,5,0,0.28,38,5,5,8,0
Instagram,Free followers now,2,4,21,0.68,0,34,3,0,434,1
Email,Meeting scheduled tomorrow,1,3,6,0,0,27,2,0,0,0
Email,Your account suspended click link,3,4,4,0,0,7,6,0,0,1
Website Review,Fake review buy now,1,2,8,0,0.28,44,4,3,1968,1
